char	mandarin	mandarin_initial	mandarin_final	mandarin_tone	cantonese	cantonese_initial	cantonese_final	cantonese_tone
𦻕	yǐn	y	in	3	jan2	j	an	2
𦽊	huá	h	ua	2	waa4	w	aa	4
𦾾	yáo	y	ao	2	jiu4	j	iu	4
𧀹	zhè	zh	e	4	ze3	z	e	3
𧁋	mǐn	m	in	3	man5	m	an	5
𧂈	jiǎo	j	iao	3	ziu2	z	iu	2
𧃒	lǚ	l	u	3	leoi5	l	eoi	5
𧄍	qiáo	q	iao	2	kiu4	k	iu	4
𧄸	mén	m	en	2	mun4	m	un	4
𧇍	xiā	x	ia	1	haa1	h	aa	1
𧉓	dù	d	u	4	dou3	d	ou	3
𧉞	zhǔ	zh	u	3	ning4	n	ing	4
𧊅	guǎi	g	uai	3	gwaai2	gw	aai	2
𧋊	shā	sh	a	1	saa1	s	aa	1
𧋍	dì	d	i	4	zit3	z	it	3
𧌇	péng	p	eng	2	bang1	b	ang	1
𧌓	fù	f	u	4	fau6	f	au	6
𧏖	pín	p	in	2	pan4	p	an	4
𧏗	cī	c	i	1	ci1	c	i	1
𧏿	zhú	zh	u	2	zuk6	z	uk	6
𧐅	qū	q	u	1	zeoi1	z	eoi	1
𧑏	zhú	zh	u	2	zuk1	z	uk	1
𧑐	yù	y	u	4	jyut6	j	yut	6
𧕴	nán	n	an	2	naan3	n	aan	3
𧗴	yǒng	y	ong	3	jung5	j	ung	5
𧘂	chōng	ch	ong	1	cung1	c	ung	1
𧚅	lǎng	l	ang	3	long6	l	ong	6
𧜭	shǔ	sh	u	3	suk6	s	uk	6
𧜵	xiè	x	ie	4	daai3	d	aai	3
𧝝	lǎi	l	ai	3	laai6	l	aai	6
𧟄	ráng	r	ang	2	joeng4	j	oeng	4
𧟌	luò	l	uo	4	lo6	l	o	6
𧡘	qì	q	i	4	kai3	k	ai	3
𧢃	lóu	l	ou	2	leoi5	l	eoi	5
𧢝	lì	l	i	4	lai6	l	ai	6
𧤤	xī	x	i	1	kwai4	kw	ai	4
𧥅	xī	x	i	1	kwai4	kw	ai	4
𧥺	jùn	j	un	4	kwan1	kw	an	1
𧧝	yǎ	y	a	3	ngaa6	ng	aa	6
𧧻	zhà	zh	a	4	zaa3	z	aa	3
𧨊	zhà	zh	a	4	zaa6	z	aa	6
𧨾	shán	sh	an	2	tam3	t	am	3
𧩓	hū	h	u	1	fat1	f	at	1
𧩹	shī	sh	i	1	si1	s	i	1
𧬆	zhǎn	zh	an	3	zin2	z	in	2
𧬈	xì	x	i	4	hap6	h	ap	6
𧬋	fà	f	a	4	faat3	f	aat	3
𧬨	huì	h	ui	4	wai3	w	ai	3
𧭈	níng	n	ing	2	ning4	n	ing	4
𧭜	lǜ	l	u	4	leoi6	l	eoi	6
𧭥	luò	l	uo	4	lok6	l	ok	6
𧮪	zhān	zh	an	1	zaam1	z	aam	1
𧯯	qí	q	i	2	kei4	k	ei	4
𧰊	tián	t	ian	2	tin4	t	in	4
𧰎	láo	l	ao	2	lou4	l	ou	4
𧰒	guó	g	uo	2	gwok3	gw	ok	3
𧰵	dū	d	u	1	duk1	d	uk	1
𧱬	yǔ	y	u	3	jyu5	j	yu	5
𧲱	yāng	y	ang	1	joeng1	j	oeng	1
𧵳	shé	sh	e	2	sit6	s	it	6
𧶄	zhèng	zh	eng	4	zaang1	z	aang	1
𧶶	fàn	f	an	4	faan3	f	aan	3
𧹑	guì	g	ui	4	gwai3	gw	ai	3
𧹒	mǎi	m	ai	3	maai5	m	aai	5
𧹔	zhàng	zh	ang	4	zoeng3	z	oeng	3
𧹕	jū	j	u	1	geoi1	g	eoi	1
𧹖	tiǎn	t	ian	3	tin2	t	in	2
𧹗	wàn	w	an	4	taan3	t	aan	3
𧻙	mò	m	o	4	mut6	m	ut	6
𧽒	xiòng	x	iong	4	cau5	c	au	5
𧿒	chěn	ch	en	3	dam6	d	am	6
𧿛	zōng	z	ong	1	zung1	z	ung	1
𧿫	kē	k	e	1	tau2	t	au	2
𧿹	mǔ	m	u	3	mau5	m	au	5
𨀁	lóng	l	ong	2	lung4	l	ung	4
𨀤	lèi	l	ei	4	leoi1	l	eoi	1
𨁃	tī	t	i	1	dai6	d	ai	6
𨁈	háng	h	ang	2	gaang3	g	aang	3
𨂃	péng	p	eng	2	pang4	p	ang	4
𨂐	lái	l	ai	2	leoi1	l	eoi	1
𨂿	wǎi	w	ai	3	waai2	w	aai	2
𨃞	pán	p	an	2	pun4	p	un	4
𨃟	pán	p	an	2	pun4	p	un	4
𨄮	shuāi	sh	uai	1	seot1	s	eot	1
𨅏	lán	l	an	2	laam3	l	aam	3
𨅛	zhú	zh	u	2	zuk6	z	uk	6
𨅝	chéng	ch	eng	2	jaang3	j	aang	3
𨅬	lán	l	an	2	laan1	l	aan	1
𨆉	táng	t	ang	2	tek3	t	ek	3
𨆪	qīng	q	ing	1	jaang3	j	aang	3
𨇤	xiān	x	ian	1	sin1	s	in	1
𨈘	shǎo	sh	ao	3	saau2	s	aau	2
𨈚	pí	p	i	2	pei4	p	ei	4
𨉖	zuān	z	uan	1	ni1	n	i	1
𨉗	yù	y	u	4	juk6	j	uk	6
𨉣	hā	h	a	1	haa1	h	aa	1
𨊛	lì	l	i	4	laak3	l	aak	3
𨌆	hóng	h	ong	2	wang4	w	ang	4
𨌘	jùn	j	un	4	zeon3	z	eon	3
𨍭	bó	b	o	2	bok3	b	ok	3
𨍳	yáo	y	ao	2	jiu4	j	iu	4
𨐅	shū	sh	u	1	syu4	s	yu	4
𨐈	guāng	g	uang	1	gwong1	gw	ong	1
𨑒	tú	t	u	2	tou4	t	ou	4
𨑨	zhì	zh	i	4	zat1	z	at	1
𨓈	kuò	k	uo	4	kut3	k	ut	3
𨗨	wěi	w	ei	3	wai5	w	ai	5
𨚲	cún	c	un	2	cyun4	c	yun	4
𨜏	yíng	y	ing	2	jing4	j	ing	4
𨜓	zhēng	zh	eng	1	zing1	z	ing	1
𨠒	fàn	f	an	4	faan5	f	aan	5
𨠖	bào	b	ao	4	baau3	b	aau	3
𨢥	mí	m	i	2	mai4	m	ai	4
𨣦	xù	x	u	4	zeoi6	z	eoi	6
𨥨	máo	m	ao	2	maau4	m	aau	4
𨧀	dù	d	u	4	dou6	d	ou	6
𨧧	zhuó	zh	uo	2	zoek3	z	oek	3
𨧨	ruì	r	ui	4	jeoi6	j	eoi	6
𨨏	bō	b	o	1	bo1	b	o	1
𨨲	chí	ch	i	2	ci4	c	i	4
𨨶	yú	y	u	2	jyu5	j	yu	5
𨩨	chǎ	ch	a	3	caa6	c	aa	6
𨫀	zhǎn	zh	an	3	zin2	z	in	2
𨭆	hēi	h	ei	1	hak1	h	ak	1
𨭎	xǐ	x	i	3	hei2	h	ei	2
𨰜	jué	j	ue	2	zoek3	z	oek	3
𨰦	bǎo	b	ao	3	bou2	b	ou	2
𨰻	bǎo	b	ao	3	bou2	b	ou	2
𨰾	mǎ	m	a	3	maa5	m	aa	5
𨰿	xì	x	i	4	hat1	h	at	1
𨱁	yì	y	i	4	jik6	j	ik	6
𨱂	é		e	2	ngo4	ng	o	4
𨱃	gū	g	u	1	gu1	g	u	1
𨱄	tú	t	u	2	dat6	d	at	6
𨱅	zhēn	zh	en	1	zan1	z	an	1
𨱇	qiú	q	iu	2	kau4	k	au	4
𨱈	sù	s	u	4	suk1	s	uk	1
𨱉	liàng	l	iang	4	loeng6	l	oeng	6
𨱋	líng	l	ing	2	ling4	l	ing	4
𨱌	guàn	g	uan	4	gun3	g	un	3
𨱍	láng	l	ang	2	long4	l	ong	4
𨱎	tōu	t	ou	1	tau1	t	au	1
𨱏	dā	d	a	1	saap3	s	aap	3
𨱑	huáng	h	uang	2	waang4	w	aang	4
𨱒	shòu	sh	ou	4	sau3	s	au	3
𨱓	jiāo	j	iao	1	ziu1	z	iu	1
𨱔	zūn	z	un	1	zeon1	z	eon	1
𨱖	wéi	w	ei	2	mei4	m	ei	4
𨳊	jiū	j	iu	1	gau1	g	au	1
𨶙	něng	n	eng	3	lan2	l	an	2
𨷿	xiàng	x	iang	4	hoeng3	h	oeng	3
𨸂	bēng	b	eng	1	paang1	p	aang	1
𨸃	sàn	s	an	4	saam3	s	aam	3
𨸄	xiàn	x	ian	4	haan6	h	aan	6
𨸚	jí	j	i	2	kap1	k	ap	1
𨸟	qū	q	u	1	keoi1	k	eoi	1
𨸬	zhèn	zh	en	4	zan6	z	an	6
𨻧	liú	l	iu	2	lau4	l	au	4
𨻲	xià	x	ia	4	laa3	l	aa	3
𩂂	hū	h	u	1	syu3	s	yu	3
𩂈	qìn	q	in	4	cam3	c	am	3
𩂓	dōng	d	ong	1	dung1	d	ung	1
𩃀	yàn	y	an	4	jin6	j	in	6
𩃬	yīn	y	in	1	jam1	j	am	1
𩃭	sōng	s	ong	1	cung4	c	ung	4
𩄼	fěi	f	ei	3	fei2	f	ei	2
𩅍	màn	m	an	4	maan6	m	aan	6
𩅰	sī	s	i	1	si1	s	i	1
𩇕	jìng	j	ing	4	zing6	z	ing	6
𩇫	fēi	f	ei	1	fei1	f	ei	1
𩊚	luò	l	uo	4	lok3	l	ok	3
𩋘	xié	x	ie	2	haai4	h	aai	4
𩋧	xié	x	ie	2	haai4	h	aai	4
𩎟	mèi	m	ei	4	mui6	m	ui	6
𩏼	nà	n	a	4	naap6	n	aap	6
𩐀	xiá	x	ia	2	haa4	h	aa	4
𩐠	hōng	h	ong	1	hung1	h	ung	1
𩑈	guàng	g	uang	4	gwong3	gw	ong	3
𩓐	bó	b	o	2	but6	b	ut	6
𩓥	yuè	y	ue	4	ngok6	ng	ok	6
𩓧	yí	y	i	2	ji4	j	i	4
𩔗	lèi	l	ei	4	leoi6	l	eoi	6
𩖖	tán	t	an	2	taam4	t	aam	4
𩖰	xún	x	un	2	cam4	c	am	4
𩖸	háo	h	ao	2	hou4	h	ou	4
𩗡	chóu	ch	ou	2	tou4	t	ou	4
𩗩	liú	l	iu	2	lau4	l	au	4
𩗴	bèng	b	eng	4	bung6	b	ung	6
𩙥	bá	b	a	2	bat6	b	at	6
𩙧	táo	t	ao	2	tou4	t	ou	4
𩙪	biāo	b	iao	1	biu1	b	iu	1
𩙫	sōu	s	ou	1	sau1	s	au	1
𩙯	héng	h	eng	2	waang4	w	aang	4
𩜲	fú	f	u	2	fuk1	f	uk	1
𩞯	liáng	l	iang	2	loeng4	l	oeng	4
𩟔	chá	ch	a	2	caat3	c	aat	3
𩠇	xùn	x	un	4	seon3	s	eon	3
𩠌	sòng	s	ong	4	sung3	s	ung	3
𩠑	dǐng	d	ing	3	ding2	d	ing	2
𩣱	lù	l	u	4	luk6	l	uk	6
𩥅	tāo	t	ao	1	tou1	t	ou	1
𩥇	zhàn	zh	an	4	zin3	z	in	3
𩥈	wēn	w	en	1	wan1	w	an	1
𩥉	jì	j	i	4	gei3	g	ei	3
𩥋	òu		ou	4	ngau6	ng	au	6
𩦢	yú	y	u	2	jyu4	j	yu	4
𩧃	lì	l	i	4	lai6	l	ai	6
𩧨	zhòu	zh	ou	4	zau6	z	au	6
𩧫	yǎng	y	ang	3	joeng2	j	oeng	2
𩧯	bō	b	o	1	but3	b	ut	3
𩧰	hún	h	un	2	wan4	w	an	4
𩧱	jì	j	i	4	gei3	g	ei	3
𩧲	dòng	d	ong	4	dung6	d	ung	6
𩧴	quān	q	uan	1	cyun1	c	yun	1
𩧺	jú	j	u	2	guk6	g	uk	6
𩧿	bī	b	i	1	bik1	b	ik	1
𩨀	gé	g	e	2	got3	g	ot	3
𩨁	chǔn	ch	un	3	ceon2	c	eon	2
𩨃	qián	q	ian	2	kin4	k	in	4
𩨄	sōu	s	ou	1	sau1	s	au	1
𩨈	yú	y	u	2	jyu4	j	yu	4
𩨊	qián	q	ian	2	cin4	c	in	4
𩨍	zhàn	zh	an	4	zin3	z	in	3
𩨏	fán	f	an	2	faan4	f	aan	4
𩨒	jī	j	i	1	gei1	g	ei	1
𩨨	cī	c	i	1	zi6	z	i	6
𩩈	kuài	k	uai	4	kui2	k	ui	2
𩩍	pīng	p	ing	1	peng1	p	eng	1
𩭹	sān	s	an	1	saam1	s	aam	1
𩱳	zhāi	zh	ai	1	zaai1	z	aai	1
𩱴	xiāo	x	iao	1	ci3	c	i	3
𩵚	dù	d	u	4	tou2	t	ou	2
𩶅	chī	ch	i	1	ci4	c	i	4
𩶉	bū	b	u	1	pou5	p	ou	5
𩶘	lì	l	i	4	laap3	l	aap	3
𩶛	jiā	j	ia	1	gaa1	g	aa	1
𩷓	zhì	zh	i	4	zi3	z	i	3
𩷕	láng	l	ang	2	loeng4	l	oeng	4
𩷶	máng	m	ang	2	mong4	m	ong	4
𩹎	àn		an	4	jam1	j	am	1
𩼈	ào		ao	4	ou2		ou	2
𩽹	è		e	4	ngap6	ng	ap	6
𩽼	hǔn	h	un	3	waan5	w	aan	5
𩽾	ān		an	1	on1		on	1
𩾁	qiú	q	iu	2	kau4	k	au	4
𩾃	miǎn	m	ian	3	min5	m	in	5
𩾇	hu	h	u	5	fu2	f	u	2
𩾈	shū	sh	u	1	suk1	s	uk	1
𩾊	xū	x	u	1	seoi1	s	eoi	1
𩾌	kāng	k	ang	1	hong1	h	ong	1
𩾷	gē	g	e	1	gwo1	gw	o	1
𪀔	shī	sh	i	1	si1	s	i	1
𪂇	chāng	ch	ang	1	coeng1	c	oeng	1
𪂹	chūn	ch	un	1	ceon1	c	eon	1
𪃭	kè	k	e	4	haak3	h	aak	3
𪃾	róng	r	ong	2	jung4	j	ung	4
𪄳	mài	m	ai	4	mak6	m	ak	6
𪆴	kuí	k	ui	2	kwai4	kw	ai	4
𪆵	chì	ch	i	4	cik1	c	ik	1
𪇵	guǎng	g	uang	3	gwong2	gw	ong	2
𪉂	yùn	y	un	4	wan6	w	an	6
𪉃	wén	w	en	2	man4	m	an	4
𪉆	zhī	zh	i	1	zi1	z	i	1
𪉈	cí	c	i	2	ci4	c	i	4
𪉊	huá	h	ua	2	waa4	w	aa	4
𪉍	tū	t	u	1	tuk1	t	uk	1
𪉑	áo		ao	2	ngou4	ng	ou	4
𪊶	tǐng	t	ing	3	ting2	t	ing	2
𪍑	chǎo	ch	ao	3	ciu2	c	iu	2
𪎉	xiàn	x	ian	4	haan6	h	aan	6
𪎊	chǎo	ch	ao	3	ciu2	c	iu	2
𪎋	tiè	t	ie	4	tip3	t	ip	3
𪎌	lái	l	ai	2	loi4	l	oi	4
𪎭	méi	m	ei	2	mei4	m	ei	4
𪐀	nǎ	n	a	3	naa1	n	aa	1
𪒬	nóng	n	ong	2	nung1	n	ung	1
𪓐	chǔ	ch	u	3	co2	c	o	2
𪔂	dǐng	d	ing	3	ding2	d	ing	2
𪖙	hōu	h	ou	1	hau1	h	au	1
𪗆	qí	q	i	2	cai4	c	ai	4
𪗋	zī	z	i	1	zi1	z	i	1
𪘁	tà	t	a	4	kap6	k	ap	6
𪘲	yá	y	a	2	ji1	j	i	1
𪙊	yàn	y	an	4	jim6	j	im	6
𪙛	nì	n	i	4	nak1	n	ak	1
𪞝	duó	d	uo	2	dok6	d	ok	6
𪟝	jì	j	i	4	zik1	z	ik	1
𪠏	yǎn	y	an	3	jim2	j	im	2
𪠳	chē	ch	e	1	ce1	c	e	1
𪠵	lún	l	un	2	leon4	l	eon	4
𪠸	hù	h	u	4	huk1	h	uk	1
𪠽	dāng	d	ang	1	dong1	d	ong	1
𪡀	qiáo	q	iao	2	kiu4	k	iu	4
𪡃	mǎi	m	ai	3	maai5	m	aai	5
𪡋	yǎn	y	an	3	jim2	j	im	2
𪡏	zhān	zh	an	1	zin1	z	in	1
𪢌	lán	l	an	2	laan4	l	aan	4
𪢕	chuò	ch	uo	4	zyut3	z	yut	3
𪢠	lán	l	an	2	laan4	l	aan	4
𪢮	luán	l	uan	2	lyun4	l	yun	4
𪣆	dōng	d	ong	1	dung1	d	ung	1
𪣒	huán	h	uan	2	waan4	w	aan	4
𪣻	lóu	l	ou	2	lau5	l	au	5
𪤚	lín	l	in	2	leon4	l	eon	4
𪥫	shuāng	sh	uang	1	soeng1	s	oeng	1
𪥰	níng	n	ing	2	ning4	n	ing	4
𪥿	dú	d	u	2	duk6	d	uk	6
𪧀	yīng	y	ing	1	jing1	j	ing	1
𪧘	jù	j	u	4	geoi6	g	eoi	6
𪨇	tuí	t	ui	2	teoi4	t	eoi	4
𪨊	sóng	s	ong	2	sung4	s	ung	4
𪨗	juē	j	ue	1	goek3	g	oek	3
𪨧	lún	l	un	2	leon4	l	eon	4
𪨶	shē	sh	e	1	se4	s	e	4
𪨷	yán	y	an	2	ngaam4	ng	aam	4
𪩎	yǐng	y	ing	3	jing2	j	ing	2
𪩘	yǎn	y	an	3	jin2	j	in	2
𪩸	fén	f	en	2	fan4	f	an	4
𪪞	qiáng	q	iang	2	coeng4	c	oeng	4
𪫌	lòng	l	ong	4	lung6	l	ung	6
𪫷	chóu	ch	ou	2	cau4	c	au	4
𪫺	xiān	x	ian	1	cim1	c	im	1
𪭢	chuāng	ch	uang	1	cung1	c	ung	1
𪭧	ér		er	2	mei4	m	ei	4
𪭵	liǎng	l	iang	3	loeng5	l	oeng	5
𪭾	xiàn	x	ian	4	haan6	h	aan	6
𪮋	xiāo	x	iao	1	sok1	s	ok	1
𪮖	juē	j	ue	1	zyut6	z	yut	6
𪮶	là	l	a	4	laai6	l	aai	6
𪯋	shǎn	sh	an	3	sim2	s	im	2
𪰶	fèi	f	ei	4	fai3	f	ai	3
𪱥	fèn	f	en	4	fan5	f	an	5
𪱷	bèi	b	ei	4	bui3	b	ui	3
𪲎	jī	j	i	1	zai1	z	ai	1
𪲔	lì	l	i	4	lai6	l	ai	6
𪲛	jì	j	i	4	gai3	g	ai	3
𪲮	fèi	f	ei	4	fai3	f	ai	3
𪳍	shè	sh	e	4	sip3	s	ip	3
𪴙	cuán	c	uan	2	cyun4	c	yun	4
𪴯	ē		e	1	ngap6	ng	ap	6
𪵑	xiāo	x	iao	1	hiu1	h	iu	1
𪵣	xì	x	i	4	hei3	h	ei	3
𪵱	lì	l	i	4	lai6	l	ai	6
𪶄	shí	sh	i	2	si4	s	i	4
𪷽	zàn	z	an	4	zaan3	z	aan	3
𪸕	xì	x	i	4	hei3	h	ei	3
𪸩	huī	h	ui	1	wai1	w	ai	1
𪹳	zhú	zh	u	2	zuk1	z	uk	1
𪺭	qiáo	q	iao	2	kiu4	k	iu	4
𪺷	cāng	c	ang	1	cong1	c	ong	1
𪺻	nóng	n	ong	2	nung4	n	ung	4
𪺽	yìn	y	in	4	ngan6	ng	an	6
𪻐	cōng	c	ong	1	cung1	c	ung	1
𪻨	dú	d	u	2	duk6	d	uk	6
𪻲	kūn	k	un	1	kwan1	kw	an	1
𪻺	guī	g	ui	1	gwai1	gw	ai	1
𪼋	bǐ	b	i	3	bat1	b	at	1
𪽪	zhàng	zh	ang	4	zoeng3	z	oeng	3
𪽮	lú	l	u	2	lou4	l	ou	4
𪽷	yì	y	i	4	ji3	j	i	3
𪾢	xiàn	x	ian	4	jin5	j	in	5
𪾦	lú	l	u	2	lou4	l	ou	4
𪾸	pín	p	in	2	pan4	p	an	4
𪿫	pào	p	ao	4	paau3	p	aau	3
𫁂	bà	b	a	4	baa6	b	aa	6
𫁟	zhuǎn	zh	uan	3	zyun2	z	yun	2
𫁡	lì	l	i	4	lap6	l	ap	6
𫁲	wú	w	u	2	mou4	m	ou	4
𫁳	wěi	w	ei	3	wai5	w	ai	5
𫁷	shuāng	sh	uang	1	soeng1	s	oeng	1
𫂃	mǐn	m	in	3	man5	m	an	5
𫂆	guì	g	ui	4	gwok3	gw	ok	3
𫂈	fèi	f	ei	4	faai3	f	aai	3
𫂙	sù	s	u	4	cuk1	c	uk	1
𫄙	jiū	j	iu	1	gau2	g	au	2
𫄚	hù	h	u	4	wu6	w	u	6
𫄛	jīn	j	in	1	gam1	g	am	1
𫄜	mào	m	ao	4	mou6	m	ou	6
𫄟	shī	sh	i	1	si1	s	i	1
𫄠	huán	h	uan	2	gang1	g	ang	1
𫄡	dòng	d	ong	4	dung6	d	ung	6
𫄢	fú	f	u	2	fuk6	f	uk	6
𫄣	nǒng	n	ong	3	nung5	n	ung	5
𫄤	da	d	a	5	daat6	d	aat	6
𫄥	lí	l	i	2	saai2	s	aai	2
𫄧	yán	y	an	2	jin4	j	in	4
𫄨	chī	ch	i	1	ci1	c	i	1
𫄩	fán	f	an	2	faan4	f	aan	4
𫄫	lì	l	i	4	lit6	l	it	6
𫄬	xiè	x	ie	4	sit3	s	it	3
𫄭	fù	f	u	4	fuk6	f	uk	6
𫄮	tīng	t	ing	1	ting1	t	ing	1
𫄰	bāng	b	ang	1	bong1	b	ong	1
𫄱	sè	s	e	4	sik1	s	ik	1
𫄲	mù	m	u	4	mou6	m	ou	6
𫄳	xǐ	x	i	3	si2	s	i	2
𫄴	lǜ	l	u	4	leot6	l	eot	6
𫄶	qiǎng	q	iang	3	koeng5	k	oeng	5
𫄷	yì	y	i	4	jik1	j	ik	1
𫄸	xūn	x	un	1	fan1	f	an	1
𫄹	zuī	z	ui	1	zeoi1	z	eoi	1
𫅗	fén	f	en	2	fan4	f	an	4
𫆏	nǐ	n	i	3	zim6	z	im	6
𫇦	yìng	y	ing	4	jing4	j	ing	4
𫇭	wěi	w	ei	3	wai2	w	ai	2
𫇴	chú	ch	u	2	co1	c	o	1
𫇽	nóng	n	ong	2	nung4	n	ung	4
𫈉	jiān	j	ian	1	gaan1	g	aan	1
𫈎	qíng	q	ing	2	king4	k	ing	4
𫈟	chén	ch	en	2	can4	c	an	4
𫈵	jué	j	ue	2	zyut6	z	yut	6
𫉁	ài		ai	4	oi3		oi	3
𫉄	shǔ	sh	u	3	syu4	s	yu	4
𫊮	lú	l	u	2	lou4	l	ou	4
𫊱	jiǎn	j	ian	3	gaan2	g	aan	2
𫊸	jiǎo	j	iao	3	giu2	g	iu	2
𫊻	xún	x	un	2	cing4	c	ing	4
𫋇	xiāo	x	iao	1	giu1	g	iu	1
𫋲	ōu		ou	1	au1		au	1
𫋷	zé	z	e	2	zaak6	z	aak	6
𫋹	ráo	r	ao	2	jiu4	j	iu	4
𫋻	guì	g	ui	4	kui2	k	ui	2
𫌀	jī	j	i	1	zik1	z	ik	1
𫌇	zhě	zh	e	3	zip3	z	ip	3
𫌨	luó	l	uo	2	lo4	l	o	4
𫌪	mì	m	i	4	mik6	m	ik	6
𫌭	wéi	w	ei	2	mei4	m	ei	4
𫍙	yì	y	i	4	ji4	j	i	4
𫍚	yāo	y	ao	1	jiu1	j	iu	1
𫍛	fēn	f	en	1	fan1	f	an	1
𫍜	qǔ	q	u	3	heoi2	h	eoi	2
𫍠	yuǎn	y	uan	3	jyun3	j	yun	3
𫍡	tuó	t	uo	2	to4	t	o	4
𫍢	náo	n	ao	2	naau4	n	aau	4
𫍣	tóng	t	ong	2	tung4	t	ung	4
𫍤	jiǎo	j	iao	3	giu2	g	iu	2
𫍥	tiǎo	t	iao	3	tiu5	t	iu	5
𫍦	nóng	n	ong	2	nung4	n	ung	4
𫍧	chī	ch	i	1	ci1	c	i	1
𫍨	zhèn	zh	en	4	zan3	z	an	3
𫍩	huà	h	ua	4	faa3	f	aa	3
𫍪	jì	j	i	4	gei6	g	ei	6
𫍬	wǎng	w	ang	3	mong5	m	ong	5
𫍮	qū	q	u	1	wat1	w	at	1
𫍯	xián	x	ian	2	haam4	h	aam	4
𫍰	xǐ	x	i	3	saai2	s	aai	2
𫍱	zhuān	zh	uan	1	zyun1	z	yun	1
𫍲	xiǎo	x	iao	3	siu2	s	iu	2
𫍳	zhòng	zh	ong	4	zung3	z	ung	3
𫍴	lóu	l	ou	2	lau4	l	au	4
𫍵	áo		ao	2	ngou6	ng	ou	6
𫍷	kuì	k	ui	4	kwai5	kw	ai	5
𫍸	shàn	sh	an	4	sin3	s	in	3
𫍹	jiē	j	ie	1	ze1	z	e	1
𫍻	xī	x	i	1	hei1	h	ei	1
𫍽	xuān	x	uan	1	hyun1	h	yun	1
𫍾	níng	n	ing	2	ning4	n	ing	4
𫍿	jiǎn	j	ian	3	zin2	z	in	2
𫎆	zōng	z	ong	1	zung1	z	ung	1
𫎌	jù	j	u	4	geoi6	g	eoi	6
𫎦	lòng	l	ong	4	lung6	l	ung	6
𫎧	gòu	g	ou	4	gau3	g	au	3
𫎩	chēn	ch	en	1	cam1	c	am	1
𫎪	chèn	ch	en	4	can3	c	an	3
𫎫	dàn	d	an	4	taam5	t	aam	5
𫎬	gàn	g	an	4	gam3	g	am	3
𫎭	chēng	ch	eng	1	cing1	c	ing	1
𫎱	lì	l	i	4	lik6	l	ik	6
𫎳	bì	b	i	4	bat1	b	at	1
𫏃	cháng	ch	ang	2	coeng4	c	oeng	4
𫏆	bō	b	o	1	but6	b	ut	6
𫏋	juē	j	ue	1	giu2	g	iu	2
𫏌	lái	l	ai	2	leoi1	l	eoi	1
𫏐	zàn	z	an	4	zaam6	z	aam	6
𫏕	qīng	q	ing	1	jaang3	j	aang	3
𫏨	xiān	x	ian	1	sin1	s	in	1
𫐄	yuè	y	ue	4	jyut6	j	yut	6
𫐅	shān	sh	an	1	sim1	s	im	1
𫐆	kuài	k	uai	4	kyut3	k	yut	3
𫐇	nà	n	a	4	naap6	n	aap	6
𫐈	bá	b	a	2	bat6	b	at	6
𫐉	líng	l	ing	2	ling4	l	ing	4
𫐊	fàn	f	an	4	faan6	f	aan	6
𫐌	píng	p	ing	2	ping4	p	ing	4
𫐎	yǐ	y	i	3	ji2	j	i	2
𫐏	zhōu	zh	ou	1	zau1	z	au	1
𫐐	ní	n	i	2	ngai4	ng	ai	4
𫐑	guǎn	g	uan	3	gun2	g	un	2
𫐒	hōng	h	ong	1	gwang1	gw	ang	1
𫐓	róu	r	ou	2	jau4	j	au	4
𫐕	wèi	w	ei	4	wai6	w	ai	6
𫐖	jiāo	j	iao	1	gaau1	g	aau	1
𫐗	bú	b	u	2	buk6	b	uk	6
𫐘	kǎn	k	an	3	ham2	h	am	2
𫐙	léi	l	ei	2	leoi4	l	eoi	4
𫐷	lóu	l	ou	2	lau4	l	au	4
𫑘	zhuān	zh	uan	1	zyun1	z	yun	1
𫑡	méng	m	eng	2	maang4	m	aang	4
𫑷	yàn	y	an	4	jim6	j	im	6
𫓥	bā	b	a	1	baat3	b	aat	3
𫓦	zǐ	z	i	3	zi2	z	i	2
𫓧	fū	f	u	1	fu1	f	u	1
𫓨	guō	g	uo	1	gwo1	gw	o	1
𫓩	cōng	c	ong	1	cung1	c	ung	1
𫓪	qiān	q	ian	1	jyun4	j	yun	4
𫓬	zā	z	a	1	zaap3	z	aap	3
𫓭	yāng	y	ang	1	joeng1	j	oeng	1
𫓯	jī	j	i	1	gwai1	gw	ai	1
𫓰	xù	x	u	4	seot1	s	eot	1
𫓱	qiáo	q	iao	2	kiu4	k	iu	4
𫓲	jūn	j	un	1	gwan1	gw	an	1
𫓴	máo	m	ao	2	mau4	m	au	4
𫓵	shèn	sh	en	4	san6	s	an	6
𫓶	xuān	x	uan	1	hyun1	h	yun	1
𫓸	wàn	w	an	4	faan6	f	aan	6
𫓹	jī	j	i	1	gei1	g	ei	1
𫓺	lǔ	l	u	3	lou5	l	ou	5
𫓻	niè	n	ie	4	nip6	n	ip	6
𫓽	cóng	c	ong	2	zung3	z	ung	3
𫓾	yù	y	u	4	juk6	j	uk	6
𫔀	liàn	l	ian	4	lin6	l	in	6
𫔁	fén	f	en	2	fan4	f	an	4
𫔂	dī	d	i	1	dik6	d	ik	6
𫔄	róu	r	ou	2	jau4	j	au	4
𫔅	suǒ	s	uo	3	sok3	s	ok	3
𫔇	bī	b	i	1	bai1	b	ai	1
𫔈	shuò	sh	uo	4	sok3	s	ok	3
𫔊	xiù	x	iu	4	sau3	s	au	3
